Serial Number:20440473 --,,,,,,,
,,,,,,,
Date Time - GMT +01:00,"Temp, (*C)","RH, (%)","DewPt, (*C)",Low Power,Button Down,Host Connect,EOF
25/09/18 19:56,0.86,99.98,0.85, , , , 
25/09/18 20:56,0.81,99.98,0.81, , , , 
25/09/18 21:56,0.68,99.98,0.68, , , , 
25/09/18 22:56,0.51,99.98,0.51, , , , 
25/09/18 23:56,0.47,99.98,0.46, , , , 
26/09/18 00:56,0.38,99.98,0.38, , , , 
26/09/18 01:56,0.3,99.98,0.29, , , , 
26/09/18 02:56,0.17,99.98,0.16, , , , 
26/09/18 03:56,0.08,99.98,0.08, , , , 
26/09/18 04:56,0,99.98,-0.01, , , , 
26/09/18 05:56,-0.09,99.98,-0.1, , , , 
26/09/18 06:56,0,99.98,-0.01, , , , 
26/09/18 07:56,0.04,99.98,0.03, , , , 
26/09/18 08:56,0.17,99.98,0.16, , , , 
26/09/18 09:56,0.38,99.98,0.38, , , , 
26/09/18 10:56,0.51,99.98,0.51, , , , 
26/09/18 11:56,0.68,99.98,0.68, , , , 
26/09/18 12:56,0.77,99.98,0.76, , , , 
26/09/18 13:56,0.77,99.98,0.76, , , , 
26/09/18 14:56,0.9,99.98,0.89, , , , 
26/09/18 15:56,0.94,99.98,0.93, , , , 
26/09/18 16:56,1.28,99.98,1.28, , , , 
26/09/18 17:56,1.46,99.98,1.45, , , , 
26/09/18 18:56,1.33,99.98,1.32, , , , 
26/09/18 19:56,1.11,99.98,1.11, , , , 
26/09/18 20:56,0.9,99.98,0.89, , , , 
26/09/18 21:56,0.98,99.98,0.98, , , , 
26/09/18 22:56,0.98,99.98,0.98, , , , 
26/09/18 23:56,0.94,99.98,0.93, , , , 
27/09/18 00:56,0.98,99.98,0.98, , , , 
27/09/18 01:56,0.98,99.98,0.98, , , , 
27/09/18 02:56,0.94,99.98,0.93, , , , 
27/09/18 03:56,0.94,99.98,0.93, , , , 
27/09/18 04:56,0.94,99.98,0.93, , , , 
27/09/18 05:56,0.86,99.98,0.85, , , , 
27/09/18 06:56,0.86,99.98,0.85, , , , 
27/09/18 07:56,0.86,99.98,0.85, , , , 
27/09/18 08:56,1.03,99.98,1.02, , , , 
27/09/18 09:56,1.5,99.98,1.49, , , , 
27/09/18 10:56,1.63,99.98,1.62, , , , 
27/09/18 11:56,1.8,99.98,1.79, , , , 
27/09/18 12:56,1.93,99.98,1.92, , , , 
27/09/18 13:56,1.93,99.98,1.92, , , , 
27/09/18 14:56,2.01,99.98,2.01, , , , 
27/09/18 15:56,2.01,99.98,2.01, , , , 
27/09/18 16:56,1.97,99.98,1.97, , , , 
27/09/18 17:56,2.01,99.98,2.01, , , , 
27/09/18 18:56,1.97,99.98,1.97, , , , 
27/09/18 19:56,1.84,99.98,1.84, , , , 
27/09/18 20:56,1.84,99.98,1.84, , , , 
27/09/18 21:56,2.06,99.98,2.05, , , , 
27/09/18 22:56,1.97,99.98,1.97, , , , 
27/09/18 23:56,2.14,99.98,2.14, , , , 
28/09/18 00:56,1.97,99.98,1.97, , , , 
28/09/18 01:56,1.67,99.98,1.67, , , , 
28/09/18 02:56,1.46,99.98,1.45, , , , 
28/09/18 03:56,1.41,99.98,1.41, , , , 
28/09/18 04:56,1.41,99.98,1.41, , , , 
28/09/18 05:56,1.37,99.98,1.36, , , , 
28/09/18 06:56,1.33,99.98,1.32, , , , 
28/09/18 07:56,1.33,99.98,1.32, , , , 
28/09/18 08:56,1.67,99.98,1.67, , , , 
28/09/18 09:56,2.1,99.98,2.09, , , , 
28/09/18 10:56,2.19,99.98,2.18, , , , 
28/09/18 11:56,2.1,99.98,2.09, , , , 
28/09/18 12:56,2.19,99.98,2.18, , , , 
28/09/18 13:56,2.27,99.98,2.27, , , , 
28/09/18 14:56,2.27,99.98,2.27, , , , 
28/09/18 15:56,2.36,99.98,2.35, , , , 
28/09/18 16:56,2.23,99.98,2.22, , , , 
28/09/18 17:56,2.31,99.98,2.31, , , , 
28/09/18 18:56,2.01,99.98,2.01, , , , 
28/09/18 19:56,2.27,99.98,2.27, , , , 
28/09/18 20:56,2.31,99.98,2.31, , , , 
28/09/18 21:56,1.76,99.98,1.75, , , , 
28/09/18 22:56,1.76,99.98,1.75, , , , 
28/09/18 23:56,1.63,99.98,1.62, , , , 
29/09/18 00:56,1.58,99.98,1.58, , , , 
29/09/18 01:56,1.41,99.98,1.41, , , , 
29/09/18 02:56,1.67,99.98,1.67, , , , 
29/09/18 03:56,1.58,99.98,1.58, , , , 
29/09/18 04:56,1.46,99.98,1.45, , , , 
29/09/18 05:56,1.33,99.98,1.32, , , , 
29/09/18 06:56,1.41,99.98,1.41, , , , 
29/09/18 07:56,1.33,99.98,1.32, , , , 
29/09/18 08:56,1.37,99.98,1.36, , , , 
29/09/18 09:56,1.33,99.98,1.32, , , , 
29/09/18 10:56,1.28,99.98,1.28, , , , 
29/09/18 11:56,1.33,99.98,1.32, , , , 
29/09/18 12:56,1.37,99.98,1.36, , , , 
29/09/18 13:56,1.37,99.98,1.36, , , , 
29/09/18 14:56,1.46,99.98,1.45, , , , 
29/09/18 15:56,1.54,99.98,1.54, , , , 
29/09/18 16:56,1.46,99.98,1.45, , , , 
29/09/18 17:56,1.46,99.98,1.45, , , , 
29/09/18 18:56,1.37,99.98,1.36, , , , 
29/09/18 19:56,1.37,99.98,1.36, , , , 
29/09/18 20:56,1.33,99.98,1.32, , , , 
29/09/18 21:56,1.2,99.98,1.19, , , , 
29/09/18 22:56,1.11,99.98,1.11, , , , 
29/09/18 23:56,1.03,99.98,1.02, , , , 
30/09/18 00:56,0.98,99.98,0.98, , , , 
30/09/18 01:56,1.07,99.98,1.06, , , , 
30/09/18 02:56,1.11,99.98,1.11, , , , 
30/09/18 03:56,1.11,99.98,1.11, , , , 
30/09/18 04:56,1.11,99.98,1.11, , , , 
30/09/18 05:56,1.11,99.98,1.11, , , , 
30/09/18 06:56,1.07,99.98,1.06, , , , 
30/09/18 07:56,1.07,99.98,1.06, , , , 
30/09/18 08:56,1.11,99.98,1.11, , , , 
30/09/18 09:56,1.46,99.98,1.45, , , , 
30/09/18 10:56,1.54,99.98,1.54, , , , 
30/09/18 11:56,1.67,99.98,1.67, , , , 
30/09/18 12:56,1.71,99.98,1.71, , , , 
30/09/18 13:56,1.71,99.98,1.71, , , , 
30/09/18 14:56,1.63,99.98,1.62, , , , 
30/09/18 15:56,1.41,99.98,1.41, , , , 
30/09/18 16:56,1.33,99.98,1.32, , , , 
30/09/18 17:56,1.67,99.98,1.67, , , , 
30/09/18 18:56,1.93,99.98,1.92, , , , 
30/09/18 19:56,1.8,99.98,1.79, , , , 
30/09/18 20:56,1.58,99.98,1.58, , , , 
30/09/18 21:56,1.37,99.98,1.36, , , , 
30/09/18 22:56,1.28,99.98,1.28, , , , 
30/09/18 23:56,1.28,99.98,1.28, , , , 
01/10/18 00:56,1.28,99.98,1.28, , , , 
01/10/18 01:56,1.24,99.98,1.24, , , , 
01/10/18 02:56,1.16,99.98,1.15, , , , 
01/10/18 03:56,1.11,99.98,1.11, , , , 
01/10/18 04:56,1.03,99.98,1.02, , , , 
01/10/18 05:56,1.16,99.98,1.15, , , , 
01/10/18 06:56,1.11,99.98,1.11, , , , 
01/10/18 07:56,1.07,99.98,1.06, , , , 
01/10/18 08:56,1.41,99.98,1.41, , , , 
01/10/18 09:56,1.54,99.98,1.54, , , , 
01/10/18 10:56,1.58,99.98,1.58, , , , 
01/10/18 11:56,1.46,99.98,1.45, , , , 
01/10/18 12:56,1.41,99.98,1.41, , , , 
01/10/18 13:56,1.46,99.98,1.45, , , , 
01/10/18 14:56,1.41,99.98,1.41, , , , 
01/10/18 15:56,1.41,99.98,1.41, , , , 
01/10/18 16:56,1.24,99.98,1.24, , , , 
01/10/18 17:56,1.2,99.98,1.19, , , , 
01/10/18 18:56,1.28,99.98,1.28, , , , 
01/10/18 19:56,1.07,99.98,1.06, , , , 
01/10/18 20:56,0.94,99.98,0.93, , , , 
01/10/18 21:56,0.98,99.98,0.98, , , , 
01/10/18 22:56,0.81,99.98,0.81, , , , 
01/10/18 23:56,0.73,99.98,0.72, , , , 
02/10/18 00:56,0.81,99.98,0.81, , , , 
02/10/18 01:56,0.73,99.98,0.72, , , , 
02/10/18 02:56,0.68,99.98,0.68, , , , 
02/10/18 03:56,0.64,99.98,0.63, , , , 
02/10/18 04:56,0.64,99.98,0.63, , , , 
02/10/18 05:56,0.64,99.98,0.63, , , , 
02/10/18 06:56,0.64,99.98,0.63, , , , 
02/10/18 07:56,0.64,99.98,0.63, , , , 
02/10/18 08:56,0.51,99.98,0.51, , , , 
02/10/18 09:56,0.51,99.98,0.51, , , , 
02/10/18 10:56,0.55,99.98,0.55, , , , 
02/10/18 11:56,0.64,99.98,0.63, , , , 
02/10/18 12:56,0.68,99.98,0.68, , , , 
02/10/18 13:56,0.77,99.98,0.76, , , , 
02/10/18 14:56,0.81,99.98,0.81, , , , 
02/10/18 15:56,0.94,99.98,0.93, , , , 
02/10/18 16:56,0.86,99.98,0.85, , , , 
02/10/18 17:56,0.81,99.98,0.81, , , , 
19/10/18 11:54,1.88,99.98,1.88, , , , 
19/10/18 12:54,1.84,99.98,1.84, , , , 
19/10/18 13:54,1.8,99.98,1.79, , , , 
19/10/18 14:54,1.88,99.98,1.88, , , , 
19/10/18 15:54,1.97,99.98,1.97, , , , 
19/10/18 16:54,1.93,99.98,1.92, , , , 
19/10/18 17:54,1.8,99.98,1.79, , , , 
19/10/18 18:54,1.71,99.98,1.71, , , , 
19/10/18 19:54,1.63,99.98,1.62, , , , 
19/10/18 20:54,1.63,99.98,1.62, , , , 
19/10/18 21:54,1.71,99.98,1.71, , , , 
19/10/18 22:54,1.63,99.98,1.62, , , , 
19/10/18 23:54,1.71,99.98,1.71, , , , 
20/10/18 00:54,2.1,99.98,2.09, , , , 
20/10/18 01:54,1.97,99.98,1.97, , , , 
20/10/18 02:54,2.1,99.98,2.09, , , , 
20/10/18 03:54,2.19,99.98,2.18, , , , 
20/10/18 04:54,1.8,99.98,1.79, , , , 
20/10/18 05:54,1.84,99.98,1.84, , , , 
20/10/18 06:54,1.63,99.98,1.62, , , , 
20/10/18 07:54,1.67,99.98,1.67, , , , 
20/10/18 08:54,1.58,99.98,1.58, , , , 
20/10/18 09:54,1.67,99.98,1.67, , , , 
20/10/18 10:54,1.84,99.98,1.84, , , , 
20/10/18 11:54,1.84,99.98,1.84, , , , 
20/10/18 12:54,1.8,99.98,1.79, , , , 
20/10/18 13:54,1.88,99.98,1.88, , , , 
20/10/18 14:54,2.14,99.98,2.14, , , , 
20/10/18 15:54,2.14,99.98,2.14, , , , 
20/10/18 16:54,2.14,99.98,2.14, , , , 
20/10/18 17:54,1.97,99.98,1.97, , , , 
20/10/18 18:54,1.88,99.98,1.88, , , , 
20/10/18 19:54,1.88,99.98,1.88, , , , 
20/10/18 20:54,1.76,99.98,1.75, , , , 
20/10/18 21:54,1.8,99.98,1.79, , , , 
20/10/18 22:54,1.71,99.98,1.71, , , , 
20/10/18 23:54,1.71,99.98,1.71, , , , 
21/10/18 00:54,1.63,99.98,1.62, , , , 
21/10/18 01:54,1.58,99.98,1.58, , , , 
21/10/18 02:54,1.54,99.98,1.54, , , , 
21/10/18 03:54,1.54,99.98,1.54, , , , 
21/10/18 04:54,1.54,99.98,1.54, , , , 
21/10/18 05:54,1.54,99.98,1.54, , , , 
21/10/18 06:54,1.54,99.98,1.54, , , , 
21/10/18 07:54,1.46,99.98,1.45, , , , 
21/10/18 08:54,1.37,99.98,1.36, , , , 
21/10/18 09:54,1.46,99.98,1.45, , , , 
21/10/18 10:54,1.37,99.98,1.36, , , , 
21/10/18 11:54,1.37,99.98,1.36, , , , 
21/10/18 12:54,1.2,99.98,1.19, , , , 
21/10/18 13:54,0.94,99.98,0.93, , , , 
21/10/18 14:54,0.86,99.98,0.85, , , , 
21/10/18 15:54,0.81,99.98,0.81, , , , 
21/10/18 16:54,0.77,99.98,0.76, , , , 
21/10/18 17:54,0.73,99.98,0.72, , , , 
21/10/18 18:54,0.64,99.98,0.63, , , , 
21/10/18 19:54,0.51,99.98,0.51, , , , 
21/10/18 20:54,0.43,99.98,0.42, , , , 
21/10/18 21:54,0.38,99.98,0.38, , , , 
21/10/18 22:54,0.34,99.98,0.33, , , , 
21/10/18 23:54,0.3,99.98,0.29, , , , 
22/10/18 00:54,0.3,99.98,0.29, , , , 
22/10/18 01:54,0.17,99.98,0.16, , , , 
22/10/18 02:54,0.21,99.98,0.2, , , , 
22/10/18 03:54,0.21,99.98,0.2, , , , 
22/10/18 04:54,0.25,99.98,0.25, , , , 
22/10/18 05:54,0.17,99.98,0.16, , , , 
22/10/18 06:54,0.38,99.98,0.38, , , , 
22/10/18 07:54,0.38,99.98,0.38, , , , 
22/10/18 08:54,0.38,99.98,0.38, , , , 
22/10/18 09:54,0.51,99.98,0.51, , , , 
22/10/18 10:54,0.64,99.98,0.63, , , , 
22/10/18 11:54,0.6,99.98,0.59, , , , 
22/10/18 12:54,0.73,99.98,0.72, , , , 
22/10/18 13:54,0.73,99.98,0.72, , , , 
22/10/18 14:54,0.77,99.98,0.76, , , , 
22/10/18 15:54,0.77,99.98,0.76, , , , 
22/10/18 16:54,0.81,99.98,0.81, , , , 
22/10/18 17:54,0.9,99.98,0.89, , , , 
22/10/18 18:54,0.77,99.98,0.76, , , , 
22/10/18 19:54,0.77,99.98,0.76, , , , 
22/10/18 20:54,0.77,99.98,0.76, , , , 
22/10/18 21:54,0.77,99.98,0.76, , , , 
22/10/18 22:54,0.77,99.98,0.76, , , , 
22/10/18 23:54,0.81,99.98,0.81, , , , 
23/10/18 00:54,0.77,99.98,0.76, , , , 
23/10/18 01:54,0.81,99.98,0.81, , , , 
23/10/18 02:54,0.81,99.98,0.81, , , , 
23/10/18 03:54,0.86,99.98,0.85, , , , 
23/10/18 04:54,0.86,99.98,0.85, , , , 
23/10/18 05:54,0.94,99.98,0.93, , , , 
23/10/18 06:54,0.94,99.98,0.93, , , , 
23/10/18 07:54,0.98,99.98,0.98, , , , 
23/10/18 08:54,0.98,99.98,0.98, , , , 
23/10/18 09:54,1.2,99.98,1.19, , , , 
23/10/18 10:54,1.16,99.98,1.15, , , , 
23/10/18 11:54,1.11,99.98,1.11, , , , 
23/10/18 12:54,1.07,99.98,1.06, , , , 
23/10/18 13:54,1.16,99.98,1.15, , , , 
23/10/18 14:54,1.16,99.98,1.15, , , , 
23/10/18 15:54,1.16,99.98,1.15, , , , 
23/10/18 16:54,1.33,99.98,1.32, , , , 
23/10/18 17:54,1.41,99.98,1.41, , , , 
23/10/18 18:54,1.33,99.98,1.32, , , , 
23/10/18 19:54,1.24,99.98,1.24, , , , 
23/10/18 20:54,1.46,99.98,1.45, , , , 
23/10/18 21:54,1.11,99.98,1.11, , , , 
23/10/18 22:54,1.5,99.98,1.49, , , , 
23/10/18 23:54,1.63,99.98,1.62, , , , 
24/10/18 00:54,1.63,99.98,1.62, , , , 
24/10/18 01:54,1.58,99.98,1.58, , , , 
24/10/18 02:54,1.67,99.98,1.67, , , , 
24/10/18 03:54,1.58,99.98,1.58, , , , 
24/10/18 04:54,1.93,99.98,1.92, , , , 
24/10/18 05:54,1.93,99.98,1.92, , , , 
24/10/18 06:54,2.01,99.98,2.01, , , , 
24/10/18 07:54,1.88,99.98,1.88, , , , 
24/10/18 08:54,2.01,99.98,2.01, , , , 
24/10/18 09:54,2.14,99.98,2.14, , , , 
24/10/18 10:54,2.31,99.98,2.31, , , , 
24/10/18 11:54,2.31,99.98,2.31, , , , 
24/10/18 12:54,1.88,99.98,1.88, , , , 
24/10/18 13:54,1.84,99.98,1.84, , , , 
24/10/18 14:54,1.88,99.98,1.88, , , , 
24/10/18 15:54,1.8,99.98,1.79, , , , 
24/10/18 16:54,1.88,99.98,1.88, , , , 
24/10/18 17:54,1.88,99.98,1.88, , , , 
24/10/18 18:54,2.06,99.51,1.99, , , , 
24/10/18 19:54,2.1,99.98,2.09, , , , 
24/10/18 20:54,2.23,99.93,2.22, , , , 
24/10/18 21:54,2.01,99.98,2.01, , , , 
24/10/18 22:54,2.1,99.98,2.09, , , , 
24/10/18 23:54,2.06,99.98,2.05, , , , 
25/10/18 00:54,1.93,99.98,1.92, , , , 
25/10/18 01:54,1.93,99.98,1.92, , , , 
25/10/18 02:54,2.06,99.98,2.05, , , , 
25/10/18 03:54,1.76,99.98,1.75, , , , 
25/10/18 04:54,1.93,99.98,1.92, , , , 
25/10/18 05:54,1.67,99.98,1.67, , , , 
25/10/18 06:54,1.5,99.98,1.49, , , , 
25/10/18 07:54,1.46,99.98,1.45, , , , 
25/10/18 08:54,1.46,99.98,1.45, , , , 
25/10/18 09:54,1.46,99.98,1.45, , , , 
25/10/18 10:54,1.5,99.98,1.49, , , , 
25/10/18 11:54,1.54,99.98,1.54, , , , 
25/10/18 12:54,1.58,99.98,1.58, , , , 
25/10/18 13:54,1.5,99.98,1.49, , , , 
25/10/18 14:54,1.63,99.98,1.62, , , , 
25/10/18 15:54,1.97,99.98,1.97, , , , 
25/10/18 16:54,2.01,99.98,2.01, , , , 
25/10/18 17:54,1.93,99.98,1.92, , , , 
25/10/18 18:54,1.93,99.98,1.92, , , , 
25/10/18 19:54,1.97,99.98,1.97, , , , 
25/10/18 20:54,1.97,99.98,1.97, , , , 
25/10/18 21:54,1.5,99.98,1.49, , , , 
25/10/18 22:54,1.54,99.98,1.54, , , , 
25/10/18 23:54,1.67,99.98,1.67, , , , 
26/10/18 00:54,1.33,99.98,1.32, , , , 
26/10/18 01:54,1.76,99.98,1.75, , , , 
26/10/18 02:54,1.58,99.98,1.58, , , , 
26/10/18 03:54,1.37,99.98,1.36, , , , 
26/10/18 04:54,1.28,99.98,1.28, , , , 
26/10/18 05:54,1.33,99.98,1.32, , , , 
26/10/18 06:54,1.28,99.98,1.28, , , , 
26/10/18 07:54,1.33,99.98,1.32, , , , 
26/10/18 08:54,1.46,99.98,1.45, , , , 
26/10/18 09:54,1.37,99.98,1.36, , , , 
26/10/18 10:54,1.41,99.98,1.41, , , , 
26/10/18 11:54,1.41,99.98,1.41, , , , 
26/10/18 12:54,1.41,99.98,1.41, , , , 
26/10/18 13:54,1.46,99.98,1.45, , , , 
26/10/18 14:54,1.33,99.98,1.32, , , , 
26/10/18 15:54,1.33,99.98,1.32, , , , 
26/10/18 16:54,1.58,99.98,1.58, , , , 
26/10/18 17:54,1.97,99.98,1.97, , , , 
26/10/18 18:54,2.66,99.98,2.65, , , , 
26/10/18 19:54,2.61,99.98,2.61, , , , 
26/10/18 20:54,3.09,99.98,3.08, , , , 
26/10/18 21:54,2.83,99.98,2.83, , , , 
26/10/18 22:54,3.34,99.98,3.34, , , , 
26/10/18 23:54,3.17,99.98,3.17, , , , 
27/10/18 00:54,3.34,99.98,3.34, , , , 
27/10/18 01:54,2.96,99.98,2.95, , , , 
27/10/18 02:54,2.83,99.98,2.83, , , , 
27/10/18 03:54,3.52,99.98,3.51, , , , 
27/10/18 04:54,2.74,99.98,2.74, , , , 
27/10/18 05:54,2.4,99.98,2.4, , , , 
27/10/18 06:54,2.53,99.98,2.52, , , , 
27/10/18 07:54,3.69,99.98,3.68, , , , 
27/10/18 08:54,2.96,99.98,2.95, , , , 
27/10/18 09:54,2.74,99.98,2.74, , , , 
27/10/18 10:54,2.57,99.98,2.57, , , , 
27/10/18 11:54,2.49,99.98,2.48, , , , 
27/10/18 12:54,2.74,99.98,2.74, , , , 
27/10/18 13:54,3.26,99.98,3.26, , , , 
27/10/18 14:54,3.56,99.98,3.56, , , , 
27/10/18 15:54,3.69,99.98,3.68, , , , 
27/10/18 16:54,3.39,99.98,3.38, , , , 
27/10/18 17:54,3.77,99.98,3.77, , , , 
27/10/18 18:54,4.03,99.98,4.03, , , , 
27/10/18 19:54,3.9,99.98,3.9, , , , 
27/10/18 20:54,3.99,99.98,3.99, , , , 
27/10/18 21:54,3.73,99.98,3.73, , , , 
27/10/18 22:54,4.03,99.98,4.03, , , , 
27/10/18 23:54,3.52,99.98,3.51, , , , 
28/10/18 00:54,3.09,99.98,3.08, , , , 
28/10/18 01:54,4.12,99.98,4.11, , , , 
28/10/18 02:54,3.99,99.98,3.99, , , , 
28/10/18 03:54,4.03,99.98,4.03, , , , 
28/10/18 04:54,4.16,99.98,4.16, , , , 
28/10/18 05:54,3.77,99.98,3.77, , , , 
28/10/18 06:54,4.2,99.98,4.2, , , , 
28/10/18 07:54,4.29,99.98,4.29, , , , 
28/10/18 08:54,4.03,99.98,4.03, , , , 
28/10/18 09:54,4.07,99.98,4.07, , , , 
28/10/18 10:54,4.24,99.98,4.24, , , , 
28/10/18 11:54,4.24,99.98,4.24, , , , 
28/10/18 12:54,4.12,99.98,4.11, , , , 
28/10/18 13:54,4.07,99.98,4.07, , , , 
28/10/18 14:54,4.5,99.98,4.5, , , , 
28/10/18 15:54,3.94,99.98,3.94, , , , 
28/10/18 16:54,3.99,99.98,3.99, , , , 
28/10/18 17:54,3.64,99.98,3.64, , , , 
28/10/18 18:54,4.2,99.98,4.2, , , , 
28/10/18 19:54,3.99,99.98,3.99, , , , 
28/10/18 20:54,3.34,99.98,3.34, , , , 
28/10/18 21:54,3.43,99.98,3.43, , , , 
28/10/18 22:54,3.77,99.98,3.77, , , , 
28/10/18 23:54,3.56,99.98,3.56, , , , 
29/10/18 00:54,3.43,99.98,3.43, , , , 
29/10/18 01:54,3.47,99.98,3.47, , , , 
29/10/18 02:54,3.47,99.98,3.47, , , , 
29/10/18 03:54,2.96,99.98,2.95, , , , 
29/10/18 04:54,2.96,99.98,2.95, , , , 
29/10/18 05:54,3.34,99.98,3.34, , , , 
29/10/18 06:54,3.43,99.98,3.43, , , , 
29/10/18 07:54,3.26,99.98,3.26, , , , 
29/10/18 08:54,3.77,99.98,3.77, , , , 
29/10/18 09:54,4.46,99.98,4.46, , , , 
29/10/18 10:54,4.42,99.98,4.42, , , , 
29/10/18 11:54,4.63,99.98,4.63, , , , 
29/10/18 12:54,5.23,99.98,5.23, , , , 
29/10/18 13:54,5.1,99.98,5.1, , , , 
29/10/18 14:54,5.1,99.98,5.1, , , , 
29/10/18 15:54,5.23,99.98,5.23, , , , 
29/10/18 16:54,5.4,99.98,5.4, , , , 
29/10/18 17:54,5.62,99.98,5.62, , , , 
29/10/18 18:54,5.7,99.98,5.7, , , , 
29/10/18 19:54,5.92,99.98,5.92, , , , 
29/10/18 20:54,5.7,99.98,5.7, , , , 
29/10/18 21:54,5.32,99.98,5.32, , , , 
29/10/18 22:54,5.23,99.98,5.23, , , , 
29/10/18 23:54,4.42,99.98,4.42, , , , 
30/10/18 00:54,3.34,99.98,3.34, , , , 
30/10/18 01:54,3.13,99.98,3.13, , , , 
30/10/18 02:54,3.47,99.98,3.47, , , , 
30/10/18 03:54,2.96,99.98,2.95, , , , 
30/10/18 04:54,2.7,99.98,2.7, , , , 
30/10/18 05:54,2.66,99.98,2.65, , , , 
30/10/18 06:54,2.4,99.98,2.4, , , , 
30/10/18 07:54,2.4,99.98,2.4, , , , 
30/10/18 08:54,2.36,99.98,2.35, , , , 
30/10/18 09:54,2.36,99.98,2.35, , , , 
30/10/18 10:54,2.36,99.98,2.35, , , , 
30/10/18 11:54,2.4,99.98,2.4, , , , 
30/10/18 12:54,2.06,99.98,2.05, , , , 
30/10/18 13:54,2.19,99.98,2.18, , , , 
30/10/18 14:54,2.1,99.98,2.09, , , , 
30/10/18 15:54,2.06,99.98,2.05, , , , 
30/10/18 16:54,2.06,99.98,2.05, , , , 
30/10/18 17:54,2.06,99.98,2.05, , , , 
30/10/18 18:54,2.1,99.98,2.09, , , , 
30/10/18 19:54,2.19,99.98,2.18, , , , 
30/10/18 20:54,2.06,99.98,2.05, , , , 
30/10/18 21:54,2.1,99.98,2.09, , , , 
30/10/18 22:54,1.97,99.98,1.97, , , , 
30/10/18 23:54,2.1,99.98,2.09, , , , 
31/10/18 00:54,1.93,99.98,1.92, , , , 
31/10/18 01:54,1.97,99.98,1.97, , , , 
31/10/18 02:54,1.76,99.98,1.75, , , , 
31/10/18 03:54,1.67,99.98,1.67, , , , 
31/10/18 04:54,1.67,99.98,1.67, , , , 
31/10/18 05:54,1.41,99.98,1.41, , , , 
31/10/18 06:54,1.37,99.98,1.36, , , , 
31/10/18 07:54,1.46,99.98,1.45, , , , 
31/10/18 08:54,1.46,99.98,1.45, , , , 
31/10/18 09:54,1.41,99.98,1.41, , , , 
31/10/18 10:54,1.37,99.98,1.36, , , , 
31/10/18 11:54,1.41,99.98,1.41, , , , 
31/10/18 12:54,1.5,99.98,1.49, , , , 
31/10/18 13:54,1.58,99.98,1.58, , , , 
31/10/18 14:54,1.67,99.98,1.67, , , , 
31/10/18 15:54,1.63,99.98,1.62, , , , 
31/10/18 16:54,1.63,99.98,1.62, , , , 
31/10/18 17:54,1.58,99.98,1.58, , , , 
31/10/18 18:54,1.63,99.98,1.62, , , , 
31/10/18 19:54,1.67,99.98,1.67, , , , 
31/10/18 20:54,1.58,99.98,1.58, , , , 
31/10/18 21:54,1.63,99.98,1.62, , , , 
31/10/18 22:54,1.58,99.98,1.58, , , , 
31/10/18 23:54,1.63,99.98,1.62, , , , 
01/11/18 00:54,1.54,99.98,1.54, , , , 
01/11/18 01:54,1.63,99.98,1.62, , , , 
01/11/18 02:54,1.58,99.98,1.58, , , , 
01/11/18 03:54,1.54,99.98,1.54, , , , 
01/11/18 04:54,1.54,99.98,1.54, , , , 
01/11/18 05:54,1.58,99.98,1.58, , , , 
01/11/18 06:54,1.71,99.98,1.71, , , , 
01/11/18 07:54,2.31,99.98,2.31, , , , 
01/11/18 08:54,2.49,99.98,2.48, , , , 
01/11/18 09:54,2.66,99.98,2.65, , , , 
01/11/18 10:54,2.91,99.98,2.91, , , , 
01/11/18 11:54,3.13,99.98,3.13, , , , 
01/11/18 12:54,3,99.98,3, , , , 
01/11/18 13:54,3.21,99.98,3.21, , , , 
01/11/18 14:54,3.09,99.98,3.08, , , , 
01/11/18 15:54,2.74,99.98,2.74, , , , 
01/11/18 16:54,2.44,99.98,2.44, , , , 
01/11/18 17:54,2.74,99.98,2.74, , , , 
01/11/18 18:54,2.27,99.98,2.27, , , , 
01/11/18 19:54,2.19,99.98,2.18, , , , 
01/11/18 20:54,2.83,99.98,2.83, , , , 
01/11/18 21:54,2.96,99.98,2.95, , , , 
01/11/18 22:54,2.91,99.98,2.91, , , , 
01/11/18 23:54,2.79,99.98,2.78, , , , 
02/11/18 00:54,2.66,99.98,2.65, , , , 
02/11/18 01:54,2.87,99.98,2.87, , , , 
02/11/18 02:54,2.83,99.98,2.83, , , , 
02/11/18 03:54,2.83,99.98,2.83, , , , 
02/11/18 04:54,2.53,99.98,2.52, , , , 
02/11/18 05:54,2.4,99.98,2.4, , , , 
02/11/18 06:54,2.19,99.98,2.18, , , , 
02/11/18 07:54,2.14,99.98,2.14, , , , 
02/11/18 08:54,2.44,99.98,2.44, , , , 
02/11/18 09:54,2.31,99.98,2.31, , , , 
02/11/18 10:54,2.31,99.98,2.31, , , , 
02/11/18 11:54,2.31,99.98,2.31, , , , 
02/11/18 12:54,2.44,99.98,2.44, , , , 
02/11/18 13:54,2.53,99.98,2.52, , , , 
02/11/18 14:54,2.91,99.98,2.91, , , , 
02/11/18 15:54,2.61,99.98,2.61, , , , 
02/11/18 16:54,2.66,99.98,2.65, , , , 
02/11/18 17:54,3.56,99.98,3.56, , , , 
02/11/18 18:54,3.13,99.98,3.13, , , , 
02/11/18 19:54,3.52,99.98,3.51, , , , 
02/11/18 20:54,3.04,99.98,3.04, , , , 
02/11/18 21:54,2.74,99.98,2.74, , , , 
02/11/18 22:54,2.7,99.98,2.7, , , , 
