Serial Number:20440473 --,,,,,,,
,,,,,,,
Date Time - GMT +01:00,"Temp, (*C)","RH, (%)","DewPt, (*C)",Low Power,Button Down,Host Connect,EOF
08/08/18 09:56,6.78,71.3,1.95, , , , 
08/08/18 10:56,2.19,92.55,1.1, , , , 
08/08/18 11:56,2.14,93.72,1.24, , , , 
08/08/18 12:56,2.06,94.45,1.26, , , , 
08/08/18 13:56,2.1,94.88,1.36, , , , 
08/08/18 14:56,2.06,95.26,1.38, , , , 
08/08/18 15:56,2.01,95.58,1.38, , , , 
08/08/18 16:56,2.06,95.67,1.44, , , , 
08/08/18 17:56,2.01,95.99,1.44, , , , 
08/08/18 18:56,1.97,96.01,1.4, , , , 
08/08/18 19:56,1.97,96.36,1.45, , , , 
08/08/18 20:56,1.97,96.79,1.51, , , , 
08/08/18 21:56,2.01,96.82,1.56, , , , 
08/08/18 22:56,2.01,97.14,1.61, , , , 
08/08/18 23:56,2.06,97.17,1.65, , , , 
09/08/18 00:56,2.1,97.22,1.7, , , , 
09/08/18 01:56,2.1,97.59,1.76, , , , 
09/08/18 02:56,2.1,97.59,1.76, , , , 
09/08/18 03:56,2.1,97.54,1.75, , , , 
09/08/18 04:56,2.06,97.97,1.77, , , , 
09/08/18 05:56,2.1,97.94,1.81, , , , 
09/08/18 06:56,2.19,97.97,1.9, , , , 
09/08/18 07:56,2.19,98.39,1.96, , , , 
09/08/18 08:56,2.19,98.34,1.95, , , , 
09/08/18 09:56,2.23,98.37,2, , , , 
09/08/18 10:56,2.27,98.37,2.04, , , , 
09/08/18 11:56,2.19,98.74,2.01, , , , 
09/08/18 12:56,2.19,98.74,2.01, , , , 
09/08/18 13:56,2.31,98.82,2.15, , , , 
09/08/18 14:56,2.23,98.79,2.06, , , , 
09/08/18 15:56,2.23,99.16,2.11, , , , 
09/08/18 16:56,2.19,98.74,2.01, , , , 
09/08/18 17:56,2.19,99.16,2.07, , , , 
09/08/18 18:56,2.14,99.11,2.02, , , , 
09/08/18 19:56,2.06,99.08,1.93, , , , 
09/08/18 20:56,2.14,99.11,2.02, , , , 
09/08/18 21:56,2.01,99.06,1.88, , , , 
09/08/18 22:56,1.97,99.11,1.84, , , , 
09/08/18 23:56,1.97,99.06,1.84, , , , 
10/08/18 00:56,1.88,99.08,1.75, , , , 
10/08/18 01:56,1.93,99.43,1.85, , , , 
10/08/18 02:56,1.97,99.48,1.9, , , , 
10/08/18 03:56,2.01,99.48,1.94, , , , 
10/08/18 04:56,1.97,99.48,1.9, , , , 
10/08/18 05:56,2.01,99.45,1.93, , , , 
10/08/18 06:56,2.06,99.85,2.03, , , , 
10/08/18 07:56,2.06,99.85,2.03, , , , 
10/08/18 08:56,2.1,99.9,2.08, , , , 
10/08/18 09:56,2.1,99.85,2.08, , , , 
10/08/18 10:56,2.06,99.85,2.03, , , , 
10/08/18 11:56,2.1,99.9,2.08, , , , 
10/08/18 12:56,2.01,99.82,1.99, , , , 
10/08/18 13:56,2.01,99.87,1.99, , , , 
10/08/18 14:56,2.01,99.82,1.99, , , , 
10/08/18 15:56,2.01,99.82,1.99, , , , 
10/08/18 16:56,2.1,99.98,2.09, , , , 
10/08/18 17:56,2.06,99.98,2.05, , , , 
10/08/18 18:56,2.01,99.98,2.01, , , , 
10/08/18 19:56,2.01,99.98,2.01, , , , 
10/08/18 20:56,2.01,99.98,2.01, , , , 
10/08/18 21:56,1.97,99.98,1.97, , , , 
10/08/18 22:56,2.01,99.98,2.01, , , , 
10/08/18 23:56,2.01,99.98,2.01, , , , 
11/08/18 00:56,2.06,99.98,2.05, , , , 
11/08/18 01:56,1.97,99.98,1.97, , , , 
11/08/18 02:56,1.97,99.98,1.97, , , , 
11/08/18 03:56,2.01,99.98,2.01, , , , 
11/08/18 04:56,2.01,99.98,2.01, , , , 
11/08/18 05:56,2.01,99.98,2.01, , , , 
11/08/18 06:56,1.97,99.98,1.97, , , , 
11/08/18 07:56,2.01,99.98,2.01, , , , 
11/08/18 08:56,1.88,99.98,1.88, , , , 
11/08/18 09:56,1.84,99.98,1.84, , , , 
11/08/18 10:56,1.88,99.98,1.88, , , , 
11/08/18 11:56,1.97,99.98,1.97, , , , 
11/08/18 12:56,1.93,99.98,1.92, , , , 
11/08/18 13:56,1.88,99.98,1.88, , , , 
11/08/18 14:56,1.97,99.98,1.97, , , , 
11/08/18 15:56,2.01,99.98,2.01, , , , 
11/08/18 16:56,1.93,99.98,1.92, , , , 
11/08/18 17:56,1.8,99.98,1.79, , , , 
11/08/18 18:56,1.8,99.98,1.79, , , , 
11/08/18 19:56,1.71,99.98,1.71, , , , 
11/08/18 20:56,1.63,99.98,1.62, , , , 
11/08/18 21:56,1.71,99.98,1.71, , , , 
11/08/18 22:56,1.58,99.98,1.58, , , , 
11/08/18 23:56,1.71,99.98,1.71, , , , 
12/08/18 00:56,1.58,99.98,1.58, , , , 
12/08/18 01:56,1.58,99.98,1.58, , , , 
12/08/18 02:56,1.54,99.98,1.54, , , , 
12/08/18 03:56,1.58,99.98,1.58, , , , 
12/08/18 04:56,1.67,99.98,1.67, , , , 
12/08/18 05:56,1.8,99.98,1.79, , , , 
12/08/18 06:56,1.67,99.98,1.67, , , , 
12/08/18 07:56,1.37,99.98,1.36, , , , 
12/08/18 08:56,1.28,99.98,1.28, , , , 
12/08/18 09:56,1.46,99.98,1.45, , , , 
12/08/18 10:56,1.46,99.98,1.45, , , , 
12/08/18 11:56,1.67,99.98,1.67, , , , 
12/08/18 12:56,1.8,99.98,1.79, , , , 
12/08/18 13:56,1.88,99.98,1.88, , , , 
12/08/18 14:56,1.88,99.98,1.88, , , , 
12/08/18 15:56,1.93,99.98,1.92, , , , 
12/08/18 16:56,2.01,99.98,2.01, , , , 
12/08/18 17:56,1.97,99.98,1.97, , , , 
12/08/18 18:56,1.93,99.98,1.92, , , , 
12/08/18 19:56,1.93,99.98,1.92, , , , 
12/08/18 20:56,1.88,99.98,1.88, , , , 
12/08/18 21:56,1.93,99.98,1.92, , , , 
12/08/18 22:56,1.88,99.98,1.88, , , , 
12/08/18 23:56,1.84,99.98,1.84, , , , 
13/08/18 00:56,1.8,99.98,1.79, , , , 
13/08/18 01:56,1.76,99.98,1.75, , , , 
13/08/18 02:56,1.84,99.98,1.84, , , , 
13/08/18 03:56,1.71,99.98,1.71, , , , 
13/08/18 04:56,1.84,99.98,1.84, , , , 
13/08/18 05:56,1.88,99.98,1.88, , , , 
13/08/18 06:56,1.88,99.98,1.88, , , , 
13/08/18 07:56,2.01,99.98,2.01, , , , 
13/08/18 08:56,1.93,99.98,1.92, , , , 
13/08/18 09:56,2.01,99.98,2.01, , , , 
13/08/18 10:56,1.93,99.98,1.92, , , , 
13/08/18 11:56,1.93,99.98,1.92, , , , 
13/08/18 12:56,1.88,99.98,1.88, , , , 
13/08/18 13:56,1.88,99.98,1.88, , , , 
13/08/18 14:56,1.93,99.98,1.92, , , , 
13/08/18 15:56,1.88,99.98,1.88, , , , 
13/08/18 16:56,1.88,99.98,1.88, , , , 
13/08/18 17:56,2.27,99.98,2.27, , , , 
13/08/18 18:56,1.76,99.98,1.75, , , , 
13/08/18 19:56,1.84,99.98,1.84, , , , 
13/08/18 20:56,1.97,99.98,1.97, , , , 
13/08/18 21:56,1.93,99.98,1.92, , , , 
13/08/18 22:56,1.76,99.98,1.75, , , , 
13/08/18 23:56,1.76,99.98,1.75, , , , 
14/08/18 00:56,1.8,99.98,1.79, , , , 
14/08/18 01:56,1.88,99.98,1.88, , , , 
14/08/18 02:56,1.97,99.98,1.97, , , , 
14/08/18 03:56,1.93,99.98,1.92, , , , 
14/08/18 04:56,1.76,99.98,1.75, , , , 
14/08/18 05:56,1.54,99.98,1.54, , , , 
14/08/18 06:56,1.63,99.98,1.62, , , , 
14/08/18 07:56,1.76,99.98,1.75, , , , 
14/08/18 08:56,1.88,99.98,1.88, , , , 
14/08/18 09:56,1.88,99.98,1.88, , , , 
14/08/18 10:56,1.71,99.98,1.71, , , , 
14/08/18 11:56,1.8,99.98,1.79, , , , 
14/08/18 12:56,1.93,99.98,1.92, , , , 
14/08/18 13:56,1.76,99.98,1.75, , , , 
14/08/18 14:56,1.88,99.98,1.88, , , , 
14/08/18 15:56,1.84,99.98,1.84, , , , 
14/08/18 16:56,1.93,99.98,1.92, , , , 
14/08/18 17:56,1.93,99.98,1.92, , , , 
14/08/18 18:56,1.76,99.98,1.75, , , , 
14/08/18 19:56,1.93,99.98,1.92, , , , 
14/08/18 20:56,1.67,99.98,1.67, , , , 
14/08/18 21:56,1.5,99.98,1.49, , , , 
14/08/18 22:56,1.93,99.98,1.92, , , , 
14/08/18 23:56,1.93,99.98,1.92, , , , 
15/08/18 00:56,1.67,99.98,1.67, , , , 
15/08/18 01:56,1.67,99.98,1.67, , , , 
15/08/18 02:56,1.58,99.98,1.58, , , , 
15/08/18 03:56,1.5,99.98,1.49, , , , 
15/08/18 04:56,1.5,99.98,1.49, , , , 
15/08/18 05:56,1.58,99.98,1.58, , , , 
15/08/18 06:56,1.63,99.98,1.62, , , , 
15/08/18 07:56,1.54,99.98,1.54, , , , 
15/08/18 08:56,1.41,99.98,1.41, , , , 
15/08/18 09:56,1.46,99.98,1.45, , , , 
15/08/18 10:56,1.46,99.98,1.45, , , , 
15/08/18 11:56,1.67,99.98,1.67, , , , 
15/08/18 12:56,2.06,99.98,2.05, , , , 
15/08/18 13:56,2.01,99.98,2.01, , , , 
15/08/18 14:56,2.01,99.98,2.01, , , , 
15/08/18 15:56,2.01,99.98,2.01, , , , 
15/08/18 16:56,2.1,99.98,2.09, , , , 
15/08/18 17:56,1.84,99.98,1.84, , , , 
15/08/18 18:56,1.76,99.98,1.75, , , , 
15/08/18 19:56,1.67,99.98,1.67, , , , 
15/08/18 20:56,1.5,99.98,1.49, , , , 
15/08/18 21:56,1.33,99.98,1.32, , , , 
15/08/18 22:56,1.5,99.98,1.49, , , , 
15/08/18 23:56,1.37,99.98,1.36, , , , 
16/08/18 00:56,1.37,99.98,1.36, , , , 
16/08/18 01:56,1.67,99.98,1.67, , , , 
16/08/18 02:56,1.5,99.98,1.49, , , , 
16/08/18 03:56,1.37,99.98,1.36, , , , 
16/08/18 04:56,1.41,99.98,1.41, , , , 
16/08/18 05:56,1.28,99.98,1.28, , , , 
16/08/18 06:56,1.24,99.98,1.24, , , , 
16/08/18 07:56,1.37,99.98,1.36, , , , 
16/08/18 08:56,1.41,99.98,1.41, , , , 
16/08/18 09:56,1.46,99.98,1.45, , , , 
16/08/18 10:56,1.63,99.98,1.62, , , , 
16/08/18 11:56,1.84,99.98,1.84, , , , 
16/08/18 12:56,1.93,99.98,1.92, , , , 
16/08/18 13:56,1.84,99.98,1.84, , , , 
16/08/18 14:56,1.88,99.98,1.88, , , , 
16/08/18 15:56,1.88,99.98,1.88, , , , 
16/08/18 16:56,1.88,99.98,1.88, , , , 
16/08/18 17:56,1.93,99.98,1.92, , , , 
16/08/18 18:56,1.93,99.98,1.92, , , , 
16/08/18 19:56,1.88,99.98,1.88, , , , 
16/08/18 20:56,1.76,99.98,1.75, , , , 
16/08/18 21:56,1.63,99.98,1.62, , , , 
16/08/18 22:56,1.54,99.98,1.54, , , , 
16/08/18 23:56,1.58,99.98,1.58, , , , 
17/08/18 00:56,1.58,99.98,1.58, , , , 
17/08/18 01:56,1.58,99.98,1.58, , , , 
17/08/18 02:56,1.84,99.98,1.84, , , , 
17/08/18 03:56,1.67,99.98,1.67, , , , 
17/08/18 04:56,1.88,99.98,1.88, , , , 
17/08/18 05:56,1.97,99.98,1.97, , , , 
17/08/18 06:56,2.01,99.98,2.01, , , , 
17/08/18 07:56,1.97,99.98,1.97, , , , 
17/08/18 08:56,1.93,99.98,1.92, , , , 
17/08/18 09:56,1.97,99.98,1.97, , , , 
17/08/18 10:56,1.97,99.98,1.97, , , , 
17/08/18 11:56,1.97,99.98,1.97, , , , 
17/08/18 12:56,2.01,99.98,2.01, , , , 
17/08/18 13:56,2.06,99.98,2.05, , , , 
17/08/18 14:56,2.14,99.98,2.14, , , , 
17/08/18 15:56,2.14,99.98,2.14, , , , 
17/08/18 16:56,2.1,99.98,2.09, , , , 
17/08/18 17:56,2.14,99.98,2.14, , , , 
17/08/18 18:56,2.14,99.98,2.14, , , , 
17/08/18 19:56,2.1,99.98,2.09, , , , 
17/08/18 20:56,2.1,99.98,2.09, , , , 
17/08/18 21:56,2.01,99.98,2.01, , , , 
17/08/18 22:56,1.84,99.98,1.84, , , , 
17/08/18 23:56,2.06,99.98,2.05, , , , 
18/08/18 00:56,2.06,99.98,2.05, , , , 
18/08/18 01:56,1.97,99.98,1.97, , , , 
18/08/18 02:56,2.01,99.98,2.01, , , , 
18/08/18 03:56,1.93,99.98,1.92, , , , 
18/08/18 04:56,1.93,99.98,1.92, , , , 
18/08/18 05:56,1.93,99.98,1.92, , , , 
18/08/18 06:56,2.01,99.98,2.01, , , , 
18/08/18 07:56,1.93,99.98,1.92, , , , 
18/08/18 08:56,1.88,99.98,1.88, , , , 
18/08/18 09:56,1.76,99.98,1.75, , , , 
18/08/18 10:56,1.67,99.98,1.67, , , , 
18/08/18 11:56,1.88,99.98,1.88, , , , 
18/08/18 12:56,2.14,99.98,2.14, , , , 
18/08/18 13:56,2.06,99.98,2.05, , , , 
18/08/18 14:56,2.06,99.98,2.05, , , , 
18/08/18 15:56,2.06,99.98,2.05, , , , 
18/08/18 16:56,2.1,99.98,2.09, , , , 
18/08/18 17:56,2.14,99.98,2.14, , , , 
18/08/18 18:56,2.19,99.98,2.18, , , , 
18/08/18 19:56,2.1,99.98,2.09, , , , 
18/08/18 20:56,1.93,99.98,1.92, , , , 
18/08/18 21:56,1.76,99.98,1.75, , , , 
18/08/18 22:56,1.97,99.98,1.97, , , , 
18/08/18 23:56,2.06,99.98,2.05, , , , 
19/08/18 00:56,1.93,99.98,1.92, , , , 
19/08/18 01:56,1.97,99.98,1.97, , , , 
19/08/18 02:56,1.84,99.98,1.84, , , , 
19/08/18 03:56,1.71,99.98,1.71, , , , 
19/08/18 04:56,1.58,99.98,1.58, , , , 
19/08/18 05:56,1.63,99.98,1.62, , , , 
19/08/18 06:56,1.37,99.98,1.36, , , , 
19/08/18 07:56,1.5,99.98,1.49, , , , 
19/08/18 08:56,1.54,99.98,1.54, , , , 
19/08/18 09:56,1.84,99.98,1.84, , , , 
19/08/18 10:56,1.84,99.98,1.84, , , , 
19/08/18 11:56,2.19,99.98,2.18, , , , 
19/08/18 12:56,2.19,99.98,2.18, , , , 
19/08/18 13:56,2.31,99.98,2.31, , , , 
19/08/18 14:56,2.36,99.98,2.35, , , , 
19/08/18 15:56,2.19,99.98,2.18, , , , 
19/08/18 16:56,1.97,99.98,1.97, , , , 
19/08/18 17:56,1.8,99.98,1.79, , , , 
19/08/18 18:56,1.8,99.98,1.79, , , , 
19/08/18 19:56,1.84,99.98,1.84, , , , 
19/08/18 20:56,1.84,99.98,1.84, , , , 
19/08/18 21:56,1.88,99.98,1.88, , , , 
19/08/18 22:56,1.93,99.98,1.92, , , , 
19/08/18 23:56,1.84,99.98,1.84, , , , 
20/08/18 00:56,1.88,99.98,1.88, , , , 
20/08/18 01:56,1.88,99.98,1.88, , , , 
20/08/18 02:56,1.71,99.98,1.71, , , , 
20/08/18 03:56,1.8,99.98,1.79, , , , 
20/08/18 04:56,1.8,99.98,1.79, , , , 
20/08/18 05:56,1.8,99.98,1.79, , , , 
20/08/18 06:56,1.84,99.98,1.84, , , , 
20/08/18 07:56,1.8,99.98,1.79, , , , 
20/08/18 08:56,2.01,99.98,2.01, , , , 
20/08/18 09:56,2.06,99.98,2.05, , , , 
20/08/18 10:56,2.14,99.98,2.14, , , , 
20/08/18 11:56,2.06,99.98,2.05, , , , 
20/08/18 12:56,2.23,99.98,2.22, , , , 
20/08/18 13:56,2.27,99.98,2.27, , , , 
20/08/18 14:56,2.31,99.98,2.31, , , , 
20/08/18 15:56,2.36,99.98,2.35, , , , 
20/08/18 16:56,2.36,99.98,2.35, , , , 
20/08/18 17:56,2.27,99.98,2.27, , , , 
20/08/18 18:56,2.19,99.98,2.18, , , , 
20/08/18 19:56,2.06,99.98,2.05, , , , 
20/08/18 20:56,2.36,99.98,2.35, , , , 
20/08/18 21:56,2.36,99.98,2.35, , , , 
20/08/18 22:56,2.27,99.98,2.27, , , , 
20/08/18 23:56,2.14,99.98,2.14, , , , 
21/08/18 00:56,2.01,99.98,2.01, , , , 
21/08/18 01:56,2.06,99.98,2.05, , , , 
21/08/18 02:56,2.01,99.98,2.01, , , , 
21/08/18 03:56,2.19,99.98,2.18, , , , 
21/08/18 04:56,2.06,99.98,2.05, , , , 
21/08/18 05:56,1.8,99.98,1.79, , , , 
21/08/18 06:56,1.97,99.98,1.97, , , , 
21/08/18 07:56,1.84,99.98,1.84, , , , 
21/08/18 08:56,1.84,99.98,1.84, , , , 
21/08/18 09:56,1.84,99.98,1.84, , , , 
21/08/18 10:56,2.01,99.98,2.01, , , , 
21/08/18 11:56,2.31,99.98,2.31, , , , 
21/08/18 12:56,2.36,99.98,2.35, , , , 
21/08/18 13:56,2.27,99.98,2.27, , , , 
21/08/18 14:56,2.31,99.98,2.31, , , , 
21/08/18 15:56,2.36,99.98,2.35, , , , 
21/08/18 16:56,2.31,99.98,2.31, , , , 
21/08/18 17:56,2.31,99.98,2.31, , , , 
21/08/18 18:56,2.36,99.98,2.35, , , , 
21/08/18 19:56,2.36,99.98,2.35, , , , 
21/08/18 20:56,2.23,99.98,2.22, , , , 
21/08/18 21:56,2.1,99.98,2.09, , , , 
21/08/18 22:56,2.14,99.98,2.14, , , , 
21/08/18 23:56,1.97,99.98,1.97, , , , 
22/08/18 00:56,1.97,99.98,1.97, , , , 
22/08/18 01:56,1.93,99.98,1.92, , , , 
22/08/18 02:56,1.88,99.98,1.88, , , , 
22/08/18 03:56,1.93,99.98,1.92, , , , 
22/08/18 04:56,1.88,99.98,1.88, , , , 
22/08/18 05:56,1.84,99.98,1.84, , , , 
22/08/18 06:56,1.88,99.98,1.88, , , , 
22/08/18 07:56,1.84,99.98,1.84, , , , 
22/08/18 08:56,1.88,99.98,1.88, , , , 
22/08/18 09:56,2.01,99.98,2.01, , , , 
22/08/18 10:56,2.1,99.98,2.09, , , , 
22/08/18 11:56,2.1,99.98,2.09, , , , 
22/08/18 12:56,2.23,99.98,2.22, , , , 
22/08/18 13:56,2.23,99.98,2.22, , , , 
22/08/18 14:56,2.27,99.98,2.27, , , , 
22/08/18 15:56,2.36,99.98,2.35, , , , 
22/08/18 16:56,2.36,99.98,2.35, , , , 
22/08/18 17:56,2.36,99.98,2.35, , , , 
22/08/18 18:56,2.4,99.98,2.4, , , , 
22/08/18 19:56,2.36,99.98,2.35, , , , 
22/08/18 20:56,2.31,99.98,2.31, , , , 
22/08/18 21:56,2.19,99.98,2.18, , , , 
22/08/18 22:56,2.19,99.98,2.18, , , , 
22/08/18 23:56,2.1,99.98,2.09, , , , 
23/08/18 00:56,2.19,99.98,2.18, , , , 
23/08/18 01:56,2.19,99.98,2.18, , , , 
23/08/18 02:56,2.19,99.98,2.18, , , , 
23/08/18 03:56,2.19,99.98,2.18, , , , 
23/08/18 04:56,2.06,99.98,2.05, , , , 
23/08/18 05:56,2.27,99.98,2.27, , , , 
23/08/18 06:56,2.27,99.98,2.27, , , , 
23/08/18 07:56,2.14,99.98,2.14, , , , 
23/08/18 08:56,2.06,99.98,2.05, , , , 
23/08/18 09:56,2.19,99.98,2.18, , , , 
23/08/18 10:56,2.31,99.98,2.31, , , , 
23/08/18 11:56,2.31,99.98,2.31, , , , 
23/08/18 12:56,2.36,99.98,2.35, , , , 
23/08/18 13:56,2.31,99.98,2.31, , , , 
23/08/18 14:56,2.31,99.98,2.31, , , , 
23/08/18 15:56,2.36,99.98,2.35, , , , 
23/08/18 16:56,2.36,99.98,2.35, , , , 
23/08/18 17:56,2.31,99.98,2.31, , , , 
23/08/18 18:56,2.36,99.98,2.35, , , , 
23/08/18 19:56,2.27,99.98,2.27, , , , 
23/08/18 20:56,2.36,99.98,2.35, , , , 
23/08/18 21:56,2.23,99.98,2.22, , , , 
23/08/18 22:56,2.23,99.98,2.22, , , , 
23/08/18 23:56,2.23,99.98,2.22, , , , 
24/08/18 00:56,2.19,99.98,2.18, , , , 
24/08/18 01:56,2.23,99.98,2.22, , , , 
24/08/18 02:56,2.19,99.98,2.18, , , , 
24/08/18 03:56,2.14,99.98,2.14, , , , 
24/08/18 04:56,2.14,99.98,2.14, , , , 
24/08/18 05:56,2.1,99.98,2.09, , , , 
24/08/18 06:56,2.14,99.98,2.14, , , , 
24/08/18 07:56,2.19,99.98,2.18, , , , 
24/08/18 08:56,2.27,99.98,2.27, , , , 
24/08/18 09:56,2.27,99.98,2.27, , , , 
24/08/18 10:56,2.36,99.98,2.35, , , , 
24/08/18 11:56,2.31,99.98,2.31, , , , 
24/08/18 12:56,2.27,99.98,2.27, , , , 
24/08/18 13:56,2.23,99.98,2.22, , , , 
24/08/18 14:56,2.27,99.98,2.27, , , , 
24/08/18 15:56,2.23,99.98,2.22, , , , 
24/08/18 16:56,2.19,99.98,2.18, , , , 
24/08/18 17:56,2.19,99.98,2.18, , , , 
24/08/18 18:56,2.27,99.98,2.27, , , , 
24/08/18 19:56,2.06,99.98,2.05, , , , 
24/08/18 20:56,2.1,99.98,2.09, , , , 
24/08/18 21:56,2.1,99.98,2.09, , , , 
24/08/18 22:56,2.19,99.98,2.18, , , , 
24/08/18 23:56,2.14,99.98,2.14, , , , 
25/08/18 00:56,1.93,99.98,1.92, , , , 
25/08/18 01:56,2.06,99.98,2.05, , , , 
25/08/18 02:56,2.14,99.98,2.14, , , , 
25/08/18 03:56,2.19,99.98,2.18, , , , 
25/08/18 04:56,2.19,99.98,2.18, , , , 
25/08/18 05:56,2.23,99.98,2.22, , , , 
25/08/18 06:56,2.14,99.98,2.14, , , , 
25/08/18 07:56,2.06,99.98,2.05, , , , 
25/08/18 08:56,2.06,99.98,2.05, , , , 
25/08/18 09:56,2.1,99.98,2.09, , , , 
25/08/18 10:56,1.97,99.98,1.97, , , , 
25/08/18 11:56,1.97,99.98,1.97, , , , 
25/08/18 12:56,2.06,99.98,2.05, , , , 
25/08/18 13:56,2.06,99.98,2.05, , , , 
25/08/18 14:56,2.06,99.98,2.05, , , , 
25/08/18 15:56,2.06,99.98,2.05, , , , 
25/08/18 16:56,2.1,99.98,2.09, , , , 
25/08/18 17:56,2.06,99.98,2.05, , , , 
25/08/18 18:56,2.14,99.98,2.14, , , , 
25/08/18 19:56,2.06,99.98,2.05, , , , 
25/08/18 20:56,2.01,99.98,2.01, , , , 
25/08/18 21:56,2.31,99.98,2.31, , , , 
25/08/18 22:56,2.53,99.98,2.52, , , , 
25/08/18 23:56,2.14,99.98,2.14, , , , 
26/08/18 00:56,1.67,99.98,1.67, , , , 
26/08/18 01:56,1.63,99.98,1.62, , , , 
26/08/18 02:56,1.58,99.98,1.58, , , , 
26/08/18 03:56,1.41,99.98,1.41, , , , 
26/08/18 04:56,1.41,99.98,1.41, , , , 
26/08/18 05:56,1.33,99.98,1.32, , , , 
26/08/18 06:56,1.28,99.98,1.28, , , , 
26/08/18 07:56,1.16,99.98,1.15, , , , 
26/08/18 08:56,1.16,99.98,1.15, , , , 
26/08/18 09:56,1.16,99.98,1.15, , , , 
26/08/18 10:56,1.11,99.98,1.11, , , , 
26/08/18 11:56,1.11,99.98,1.11, , , , 
26/08/18 12:56,1.11,99.98,1.11, , , , 
26/08/18 13:56,1.07,99.98,1.06, , , , 
26/08/18 14:56,1.03,99.98,1.02, , , , 
26/08/18 15:56,1.16,99.98,1.15, , , , 
26/08/18 16:56,1.07,99.98,1.06, , , , 
26/08/18 17:56,1.11,99.98,1.11, , , , 
26/08/18 18:56,1.07,99.98,1.06, , , , 
26/08/18 19:56,1.24,99.98,1.24, , , , 
26/08/18 20:56,1.24,99.98,1.24, , , , 
26/08/18 21:56,1.24,99.98,1.24, , , , 
26/08/18 22:56,1.28,99.98,1.28, , , , 
26/08/18 23:56,1.16,99.98,1.15, , , , 
27/08/18 00:56,1.16,99.98,1.15, , , , 
27/08/18 01:56,1.2,99.98,1.19, , , , 
27/08/18 02:56,1.41,99.98,1.41, , , , 
27/08/18 03:56,1.46,99.98,1.45, , , , 
27/08/18 04:56,1.58,99.98,1.58, , , , 
27/08/18 05:56,1.8,99.98,1.79, , , , 
27/08/18 06:56,1.84,99.98,1.84, , , , 
27/08/18 07:56,1.67,99.98,1.67, , , , 
27/08/18 08:56,1.67,99.98,1.67, , , , 
27/08/18 09:56,1.58,99.98,1.58, , , , 
27/08/18 10:56,1.63,99.98,1.62, , , , 
27/08/18 11:56,1.67,99.98,1.67, , , , 
27/08/18 12:56,1.8,99.98,1.79, , , , 
27/08/18 13:56,1.84,99.98,1.84, , , , 
27/08/18 14:56,2.01,99.98,2.01, , , , 
27/08/18 15:56,2.1,99.98,2.09, , , , 
27/08/18 16:56,2.19,99.98,2.18, , , , 
27/08/18 17:56,2.1,99.98,2.09, , , , 
27/08/18 18:56,2.23,99.98,2.22, , , , 
27/08/18 19:56,2.27,99.98,2.27, , , , 
27/08/18 20:56,2.23,99.98,2.22, , , , 
27/08/18 21:56,2.36,99.98,2.35, , , , 
27/08/18 22:56,2.49,99.98,2.48, , , , 
27/08/18 23:56,2.4,99.98,2.4, , , , 
28/08/18 00:56,2.31,99.98,2.31, , , , 
28/08/18 01:56,2.49,99.98,2.48, , , , 
28/08/18 02:56,2.44,99.98,2.44, , , , 
28/08/18 03:56,2.27,99.98,2.27, , , , 
28/08/18 04:56,2.36,99.98,2.35, , , , 
28/08/18 05:56,2.14,99.98,2.14, , , , 
28/08/18 06:56,2.06,99.98,2.05, , , , 
28/08/18 07:56,2.01,99.98,2.01, , , , 
28/08/18 08:56,2.06,99.98,2.05, , , , 
28/08/18 09:56,2.06,99.98,2.05, , , , 
28/08/18 10:56,2.31,99.98,2.31, , , , 
28/08/18 11:56,2.36,99.98,2.35, , , , 
28/08/18 12:56,2.44,99.98,2.44, , , , 
28/08/18 13:56,2.49,99.98,2.48, , , , 
28/08/18 14:56,2.49,99.98,2.48, , , , 
28/08/18 15:56,2.57,99.98,2.57, , , , 
28/08/18 16:56,2.57,99.98,2.57, , , , 
28/08/18 17:56,2.53,99.98,2.52, , , , 
28/08/18 18:56,2.4,99.98,2.4, , , , 
28/08/18 19:56,2.4,99.98,2.4, , , , 
28/08/18 20:56,2.36,99.98,2.35, , , , 
28/08/18 21:56,2.31,99.98,2.31, , , , 
28/08/18 22:56,2.4,99.98,2.4, , , , 
28/08/18 23:56,2.23,99.98,2.22, , , , 
29/08/18 00:56,2.19,99.98,2.18, , , , 
29/08/18 01:56,2.06,99.98,2.05, , , , 
29/08/18 02:56,2.06,99.98,2.05, , , , 
29/08/18 03:56,2.1,99.98,2.09, , , , 
29/08/18 04:56,2.01,99.98,2.01, , , , 
29/08/18 05:56,2.01,99.98,2.01, , , , 
29/08/18 06:56,1.93,99.98,1.92, , , , 
29/08/18 07:56,2.14,99.98,2.14, , , , 
29/08/18 08:56,2.36,99.98,2.35, , , , 
29/08/18 09:56,2.31,99.98,2.31, , , , 
29/08/18 10:56,2.27,99.98,2.27, , , , 
29/08/18 11:56,2.44,99.98,2.44, , , , 
29/08/18 12:56,2.44,99.98,2.44, , , , 
29/08/18 13:56,2.61,99.98,2.61, , , , 
29/08/18 14:56,2.61,99.98,2.61, , , , 
29/08/18 15:56,2.49,99.98,2.48, , , , 
29/08/18 16:56,2.53,99.98,2.52, , , , 
29/08/18 17:56,2.49,99.98,2.48, , , , 
29/08/18 18:56,2.53,99.98,2.52, , , , 
29/08/18 19:56,2.4,99.98,2.4, , , , 
